qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,Target
499,41,27,12,21,21,1:19.196,,,0
500,41,5,4,4,22,1:17.806,,,0
501,42,1,1,2,1,1:12.563,1:12.065,1:12.331,1
502,42,4,1,1,2,1:12.416,1:11.926,1:12.500,1
503,42,13,6,5,3,1:12.731,1:12.180,1:12.703,1
504,42,8,6,6,4,1:12.732,1:12.111,1:12.839,1
505,42,2,2,9,5,1:12.543,1:12.188,1:12.847,1
506,42,5,4,4,6,1:12.998,1:12.599,1:13.308,1
507,42,20,2,10,7,1:12.711,1:12.644,1:13.513,1
508,42,15,7,12,8,1:13.186,1:12.828,1:13.789,1
509,42,17,9,15,9,1:13.425,1:12.788,1:13.871,1
510,42,21,4,3,10,1:13.168,1:12.603,1:13.953,1
511,42,14,9,14,11,1:13.424,1:12.873,,0
512,42,23,7,11,12,1:12.851,1:12.920,,0
513,42,18,11,7,13,1:13.306,1:12.998,,0
514,42,3,3,16,14,1:13.128,1:13.060,,0
515,42,22,11,8,15,1:13.203,1:13.201,,0
516,42,19,8,23,16,1:13.164,1:13.259,,0
517,42,25,3,17,17,1:13.441,,,0
518,42,11,8,22,18,1:13.477,,,0
519,42,24,5,18,19,1:13.484,,,0
520,42,26,5,19,20,1:13.712,,,0
521,42,16,12,20,21,1:14.122,,,0
522,42,27,12,21,22,1:14.597,,,0
523,43,13,6,5,1,1:15.303,1:14.822,1:15.034,1
524,43,1,1,2,2,1:14.805,1:14.795,1:15.104,1
525,43,8,6,6,3,1:14.872,1:14.828,1:15.257,1
526,43,9,2,10,4,1:15.778,1:15.066,1:15.493,1
527,43,21,4,3,5,1:16.047,1:15.227,1:15.674,1
528,43,5,4,4,6,1:15.524,1:15.272,1:15.826,1
529,43,2,2,9,7,1:15.783,1:15.149,1:15.900,1
530,43,15,7,12,8,1:16.118,1:15.379,1:15.935,1
531,43,3,3,16,9,1:16.092,1:15.331,1:16.328,1
532,43,4,1,1,10,1:15.322,1:15.084,,1
533,43,23,7,11,11,1:15.760,1:15.534,,0
534,43,18,11,7,12,1:16.113,1:15.584,,0
535,43,22,11,8,13,1:16.140,1:15.761,,0
536,43,17,9,15,14,1:15.746,1:15.806,,0
537,43,26,5,19,15,1:15.980,1:16.049,,0
538,43,14,9,14,16,1:15.915,,,0
539,43,24,5,18,17,1:16.142,,,0
540,43,25,3,17,18,1:16.241,,,0
541,43,19,8,23,19,1:16.366,,,0
542,43,27,12,21,20,1:17.826,,,0
543,43,16,12,20,21,1:17.915,,,0
544,43,11,8,22,22,1:16.244,,,0
545,44,1,1,2,1,1:19.885,1:19.400,1:19.997,1
546,44,8,6,6,2,1:19.753,1:19.252,1:20.099,1
547,44,4,1,1,3,1:19.330,1:19.152,1:20.147,1
548,44,13,6,5,4,1:19.790,1:19.421,1:20.265,1
549,44,9,2,10,5,1:20.294,1:20.054,1:20.401,1
550,44,23,7,11,6,1:20.513,1:19.860,1:20.516,1
551,44,5,4,4,7,1:20.570,1:20.077,1:20.721,1
552,44,21,4,3,8,1:20.842,1:20.042,1:20.775,1
553,44,2,2,9,9,1:20.534,1:20.178,1:20.894,1
554,44,15,7,12,10,1:21.150,1:20.133,1:21.240,1
555,44,17,9,15,11,1:20.583,1:20.235,,0
556,44,14,9,14,12,1:21.154,1:20.329,,0
557,44,25,3,17,13,1:20.830,1:20.350,,0
558,44,22,11,8,14,1:21.169,1:20.364,,0
559,44,26,5,19,15,1:20.834,1:20.515,,0
560,44,24,5,18,16,1:21.160,1:20.823,,0
561,44,3,3,16,17,1:21.219,,,0
562,44,18,11,7,18,1:21.335,,,0
563,44,19,8,23,19,1:21.448,,,0
564,44,16,12,20,20,1:22.019,,,0
565,44,11,8,22,21,1:22.045,,,0
566,44,27,12,21,22,1:22.586,,,0
567,45,8,6,6,1,1:31.522,1:31.237,1:31.450,1
568,45,4,1,1,2,1:31.074,1:30.983,1:31.741,1
569,45,13,6,5,3,1:31.447,1:30.912,1:31.778,1
570,45,2,2,9,4,1:31.889,1:31.652,1:31.840,1
571,45,9,2,10,5,1:31.961,1:31.444,1:32.123,1
572,45,17,9,15,6,1:32.629,1:31.661,1:32.476,1
573,45,5,4,4,7,1:32.594,1:31.783,1:32.478,1
574,45,15,7,12,8,1:32.381,1:31.859,1:32.501,1
575,45,23,7,11,9,1:32.446,1:31.843,1:32.570,1
576,45,1,1,2,10,1:31.587,1:31.185,1:33.833,1
577,45,3,3,16,11,1:32.117,1:31.978,,0
578,45,25,3,17,12,1:32.173,1:31.996,,0
579,45,21,4,3,13,1:32.378,1:32.010,,0
580,45,22,11,8,14,1:32.674,1:32.221,,0
581,45,19,8,23,15,1:32.793,1:32.451,,0
582,45,11,8,22,16,1:32.678,1:32.838,,0
583,45,18,11,7,17,1:32.983,,,0
584,45,26,5,19,18,1:33.038,,,0
585,45,24,5,18,19,1:33.148,,,0
586,45,14,9,14,20,1:33.151,,,0
587,45,16,12,20,21,1:34.500,,,0
588,45,28,12,21,22,1:35.940,,,0
589,46,4,1,1,1,1:20.425,1:19.661,1:19.674,1
590,46,1,1,2,2,1:19.570,1:19.301,1:19.781,1
591,46,2,2,9,3,1:20.751,1:20.322,1:20.259,1
592,46,8,6,6,4,1:20.435,1:20.107,1:20.410,1
593,46,3,3,16,5,1:20.547,1:20.188,1:20.632,1
594,46,23,7,11,6,1:20.449,1:20.455,1:20.714,1
595,46,9,2,10,7,1:20.366,1:20.703,1:20.876,1
596,46,21,4,3,8,1:21.645,1:20.590,1:21.079,1
597,46,15,7,12,9,1:20.481,1:19.951,1:21.206,1
598,46,17,9,15,10,1:20.794,1:20.439,1:21.256,1
599,46,14,9,14,11,1:21.291,1:20.718,,0
600,46,5,4,4,12,1:20.285,1:20.779,,0
601,46,25,3,17,13,1:21.243,1:20.865,,0
602,46,13,6,5,14,1:20.408,1:21.021,,0
603,46,19,8,23,15,1:21.018,1:21.127,,0
604,46,24,5,18,16,1:21.730,1:21.993,,0
605,46,18,11,7,17,1:21.737,,,0
606,46,22,11,8,18,1:21.877,,,0
607,46,11,8,22,19,1:22.143,,,0
608,46,20,5,19,20,1:22.177,,,0
609,46,16,12,20,21,1:22.737,,,0
610,46,29,12,21,22,1:23.774,,,0
611,47,13,6,5,1,1:27.488,1:27.039,1:27.329,1
612,47,1,1,2,2,1:27.513,1:26.936,1:27.373,1
613,47,8,6,6,3,1:27.294,1:26.902,1:27.546,1
614,47,4,1,1,4,1:27.328,1:26.841,1:27.574,1
615,47,9,2,10,5,1:27.997,1:27.253,1:27.722,1
616,47,2,2,9,6,1:28.099,1:27.253,1:28.037,1
617,47,5,4,4,7,1:28.127,1:27.039,1:28.491,1
618,47,3,3,16,8,1:28.275,1:27.750,1:28.501,1
619,47,15,7,12,9,1:28.318,1:27.801,1:28.740,1
620,47,21,4,3,10,1:28.313,1:27.880,1:29.322,1
621,47,19,8,23,11,1:28.304,1:28.002,,0
622,47,17,9,15,12,1:28.500,1:28.013,,0
623,47,14,9,14,13,1:28.395,1:28.100,,0
624,47,25,3,17,14,1:28.360,1:28.390,,0
625,47,24,5,18,15,1:28.798,,,0
626,47,23,7,11,16,1:28.809,,,0
627,47,11,8,22,17,1:28.953,,,0
628,47,20,5,19,18,1:29.408,,,0
629,47,16,12,20,19,1:29.861,,,0
630,47,29,12,21,20,1:31.479,,,0
631,47,18,11,7,21,1:28.373,1:28.220,,0
632,47,22,11,8,22,1:28.792,1:28.188,,0
633,48,4,1,1,1,1:21.718,1:21.356,1:21.997,1
634,48,1,1,2,2,1:21.956,1:21.746,1:22.034,1
635,48,13,6,5,3,1:22.309,1:21.993,1:22.549,1
636,48,2,2,9,4,1:23.107,1:22.466,1:23.174,1
637,48,8,6,6,5,1:22.673,1:22.369,1:23.183,1
638,48,9,2,10,6,1:23.088,1:22.400,1:23.446,1
639,48,5,4,4,7,1:23.505,1:23.134,1:24.102,1
640,48,3,3,16,8,1:23.333,1:22.748,1:24.382,1
641,48,15,7,12,9,1:23.724,1:23.107,1:24.555,1
642,48,18,11,7,10,1:23.639,1:23.021,1:25.165,1
643,48,17,9,15,11,1:23.575,1:23.166,,0
644,48,22,11,8,12,1:23.474,1:23.176,,0
645,48,25,3,17,13,1:23.739,1:23.209,,0
646,48,19,8,23,14,1:23.646,1:23.274,,0
647,48,21,4,3,15,1:23.559,1:23.325,,0
648,48,20,5,19,16,1:23.578,1:23.351,,0
649,48,11,8,22,17,1:23.749,,,0
650,48,23,7,11,18,1:23.787,,,0
651,48,24,5,18,19,1:23.886,,,0
652,48,14,9,14,20,1:24.019,,,0
653,48,16,12,20,21,1:24.699,,,0
654,48,29,12,21,22,1:25.084,,,0
655,49,8,6,6,1,1:46.242,1:45.070,1:45.994,1
656,49,13,6,5,2,1:46.060,1:45.173,1:46.011,1
657,49,4,1,1,3,1:46.058,1:45.442,1:46.091,1
658,49,1,1,2,4,1:46.437,1:45.132,1:46.406,1
659,49,3,3,16,5,1:46.950,1:46.469,1:47.334,1
660,49,2,2,9,6,1:46.923,1:45.994,1:47.409,1
661,49,17,9,15,7,1:47.084,1:46.426,1:47.524,1
662,49,15,7,12,8,1:47.143,1:46.480,1:47.798,1
663,49,5,4,4,9,1:46.971,1:46.240,1:48.505,1
664,49,23,7,11,10,1:47.300,1:46.618,,1
665,49,14,9,14,11,1:47.340,1:46.800,,0
666,49,18,11,7,12,1:47.474,1:46.955,,0
667,49,24,5,18,13,1:47.576,1:47.115,,0
668,49,9,2,10,14,1:46.707,1:45.885,1:46.996,0
669,49,25,3,17,15,1:47.522,1:47.394,,0
670,49,20,5,19,16,1:47.581,,,0
671,49,22,11,8,17,1:47.954,,,0
672,49,11,8,22,18,1:47.980,,,0
673,49,16,12,20,19,1:48.044,,,0
674,49,19,8,23,20,1:48.199,,,0
675,49,29,12,21,21,1:49.557,,,0
676,49,21,4,3,22,1:47.143,1:46.603,,0
677,50,1,1,2,1,1:25.489,1:24.753,1:25.368,1
678,50,4,1,1,2,1:25.379,1:24.806,1:25.438,1
679,50,8,6,6,3,1:25.390,1:24.988,1:25.516,1
680,50,13,6,5,4,1:25.359,1:25.049,1:25.765,1
681,50,2,2,9,5,1:25.971,1:25.248,1:26.505,1
682,50,18,11,7,6,1:26.614,1:25.454,1:26.913,1
683,50,17,9,15,7,1:25.970,1:25.535,1:26.914,1
684,50,20,5,19,8,1:26.025,1:25.909,1:26.973,1
685,50,9,2,10,9,1:26.300,1:25.530,1:27.225,1
686,50,21,4,3,10,1:26.909,1:26.033,,1
687,50,5,4,4,11,1:27.223,1:26.232,,0
688,50,14,9,14,12,1:26.904,1:26.247,,0
689,50,15,7,12,13,1:26.711,1:26.253,,0
690,50,24,5,18,14,1:27.234,1:26.948,,0
691,50,23,7,11,15,1:27.191,,,0
692,50,3,3,16,16,1:26.579,1:25.816,1:26.728,0
693,50,22,11,8,17,1:27.323,,,0
694,50,25,3,17,18,1:27.454,,,0
695,50,19,8,23,19,1:27.564,,,0
696,50,16,12,20,20,1:28.628,,,0
697,50,11,8,22,21,1:28.762,,,0
698,50,29,12,21,22,1:29.668,,,0
699,51,1,1,2,1,1:35.798,1:35.898,1:35.908,1
700,51,8,6,6,2,1:35.692,1:35.381,1:36.044,1
701,51,13,6,5,3,1:35.792,1:35.796,1:36.221,1
702,51,4,1,1,4,1:35.809,1:35.845,1:36.576,1
703,51,14,9,14,5,1:36.930,1:36.252,1:37.619,1
704,51,23,7,11,6,1:37.135,1:36.709,1:38.013,1
705,51,17,9,15,7,1:37.199,1:36.602,1:38.153,1
706,51,2,2,9,8,1:36.737,1:36.217,1:38.455,1
707,51,9,2,10,9,1:36.309,1:36.116,1:38.472,1
708,51,18,11,7,10,1:37.092,1:36.771,1:39.285,1
709,51,24,5,18,11,1:37.047,1:36.862,,0
710,51,15,7,12,12,1:37.209,1:36.959,,0
711,51,5,4,4,13,1:37.225,1:36.991,,0
712,51,19,8,23,14,1:37.203,1:37.247,,0
713,51,3,3,16,15,1:37.144,1:37.483,,0
714,51,22,11,8,16,1:37.251,,,0
715,51,20,5,19,17,1:37.006,1:36.891,,0
716,51,21,4,3,18,1:37.290,,,0
717,51,25,3,17,19,1:37.456,,,0
718,51,11,8,22,20,1:38.218,,,0
719,51,16,12,20,21,1:38.668,,,0
720,51,29,12,21,22,1:39.336,,,0
721,52,13,6,5,1,1:12.303,1:12.374,1:11.931,1
722,52,1,1,2,2,1:13.033,1:12.296,1:12.082,1
723,52,8,6,6,3,1:13.016,1:12.161,1:12.322,1
724,52,4,1,1,4,1:12.895,1:12.637,1:12.356,1
725,52,17,9,15,5,1:13.081,1:12.683,1:12.928,1
726,52,2,2,9,6,1:13.472,1:12.888,1:13.081,1
727,52,9,2,10,7,1:13.085,1:12.641,1:13.129,1
728,52,15,7,12,8,1:13.470,1:12.832,1:13.195,1
729,52,14,9,14,9,1:13.264,1:12.846,1:13.272,1
730,52,3,3,16,10,1:13.707,1:12.752,1:13.477,1
731,52,22,11,8,11,1:13.661,1:12.932,,0
732,52,21,4,3,12,1:13.482,1:12.968,,0
733,52,20,5,19,13,1:13.853,1:13.058,,0
734,52,24,5,18,14,1:13.607,1:13.251,,0
735,52,23,7,11,15,1:13.767,1:13.315,,0
736,52,18,11,7,16,1:14.054,1:13.469,,0
737,52,5,4,4,17,1:14.078,,,0
738,52,11,8,22,18,1:14.098,,,0
739,52,6,3,17,19,1:14.417,,,0
740,52,19,8,23,20,1:14.596,,,0
741,52,16,12,20,21,1:15.217,,,0
742,52,29,12,21,22,1:15.487,,,0
743,53,30,6,5,1,1:33.310,1:32.025,1:31.431,1
744,53,13,6,6,2,1:33.579,1:32.014,1:31.478,1
745,53,18,11,12,3,1:32.603,1:32.025,1:31.549,1
746,53,4,4,1,4,1:32.433,1:31.215,1:31.702,1
747,53,31,1,4,5,1:33.233,1:31.487,1:32.164,1
748,53,22,11,11,6,1:33.922,1:32.322,1:32.579,1
749,53,17,3,9,7,1:33.454,1:32.309,1:33.006,1
750,53,32,9,15,8,1:34.308,1:32.106,1:33.112,1
751,53,21,4,2,9,1:32.934,1:31.831,1:33.496,1
752,53,2,2,16,10,1:33.374,1:31.958,1:33.926,1
753,53,35,2,17,11,1:33.882,1:32.456,,0
754,53,3,3,10,12,1:32.945,1:32.620,,0
755,53,14,9,14,13,1:33.678,1:32.850,,0
756,53,15,7,8,14,1:33.987,1:33.066,,0
757,53,24,5,20,15,1:34.439,1:33.416,,0
758,53,26,5,21,16,1:33.995,1:34.606,,0
759,53,23,7,7,17,1:34.702,,,0
760,53,27,13,19,18,1:35.724,,,0
761,53,33,13,18,19,1:35.900,,,0
762,53,11,8,22,20,1:37.411,,,0
763,53,34,8,23,21,1:40.270,,,0
764,53,8,1,3,22,,,,0
765,54,21,4,2,1,1:35.488,1:33.623,1:33.840,1
766,54,18,11,12,2,1:35.023,1:33.527,1:33.986,1
767,54,3,3,10,3,1:35.105,1:34.563,1:34.626,1
768,54,30,6,5,4,1:35.810,1:34.574,1:34.668,1
769,54,17,3,9,5,1:35.252,1:34.279,1:34.672,1
770,54,31,1,4,6,1:34.536,1:34.568,1:34.916,1
771,54,8,1,3,7,1:34.667,1:34.351,1:34.983,1
772,54,4,4,1,8,1:35.514,1:33.997,1:35.747,1
773,54,32,9,15,9,1:35.171,1:34.537,1:38.715,1
774,54,23,7,7,10,1:35.214,1:34.586,,1
775,54,14,9,14,11,1:34.839,1:34.614,,0
776,54,22,11,11,12,1:35.526,1:34.683,,0
777,54,15,7,8,13,1:35.517,1:34.702,,0
778,54,35,2,17,14,1:35.391,1:34.752,,0
779,54,2,2,16,15,1:35.588,1:34.783,,0
780,54,13,6,6,16,1:35.091,,,0
781,54,26,5,21,17,1:36.297,,,0
782,54,24,5,20,18,1:36.581,,,0
783,54,27,13,19,19,1:37.426,,,0
784,54,33,13,18,20,1:37.819,,,0
785,54,11,8,22,21,1:39.011,,,0
786,54,34,8,23,22,1:40.720,,,0
787,55,18,11,12,1,1:28.081,1:26.337,1:25.229,1
788,55,21,4,2,2,1:27.765,1:26.196,1:25.635,1
789,55,4,4,1,3,1:28.569,1:25.729,1:25.778,1
790,55,8,1,3,4,1:27.193,1:26.161,1:25.822,1
791,55,31,1,4,5,1:27.079,1:25.902,1:25.976,1
792,55,23,7,7,6,1:28.007,1:26.596,1:26.612,1
793,55,17,3,9,7,1:27.669,1:26.075,1:26.937,1
794,55,2,2,16,8,1:27.796,1:26.014,1:27.579,1
795,55,35,2,17,9,1:28.460,1:26.714,1:29.239,1
796,55,15,7,8,10,1:27.748,1:26.327,,1
797,55,30,6,5,11,1:28.228,1:26.718,,0
798,55,14,9,14,12,1:28.408,1:27.023,,0
799,55,24,5,20,13,1:28.999,1:27.219,,0
800,55,32,9,15,14,1:28.757,1:27.591,,0
801,55,3,3,10,15,1:28.351,1:29.422,,0
802,55,13,6,6,16,1:28.868,,,0
803,55,22,11,11,17,1:29.943,,,0
804,55,27,13,19,18,1:30.226,,,0
805,55,26,5,21,19,1:30.426,,,0
806,55,33,13,18,20,1:30.709,,,0
807,55,11,8,22,21,1:32.279,,,0
808,55,34,8,23,22,1:36.164,,,0
809,56,30,6,5,1,1:24.598,1:22.579,1:22.795,1
810,56,18,11,12,2,1:24.480,1:23.749,1:22.988,1
811,56,22,11,11,3,1:24.727,1:23.760,1:23.242,1
812,56,13,6,6,4,1:24.884,1:23.595,1:23.702,1
813,56,4,4,1,5,1:23.536,1:23.743,1:23.709,1
814,56,23,7,7,6,1:24.370,1:23.565,1:23.772,1
815,56,31,1,4,7,1:24.960,1:23.760,1:24.021,1
816,56,8,1,3,8,1:24.259,1:23.190,1:24.158,1
817,56,15,7,8,9,1:24.446,1:23.727,1:24.172,1
818,56,17,3,9,10,1:24.992,1:23.718,1:24.795,1
819,56,21,4,2,11,1:24.434,1:23.771,,0
820,56,35,2,17,12,1:25.081,1:23.887,,0
821,56,3,3,10,13,1:24.495,1:23.966,,0
822,56,14,9,14,14,1:24.849,1:24.101,,0
823,56,2,2,16,15,1:25.410,1:24.129,,0
824,56,24,5,20,16,1:24.879,1:24.520,,0
825,56,32,9,15,17,1:25.410,,,0
826,56,26,5,21,18,1:25.437,,,0
827,56,33,13,18,19,1:26.820,,,0
828,56,27,13,19,20,1:27.088,,,0
829,56,11,8,22,21,1:27.609,,,0
830,56,34,8,23,22,1:29.282,,,0
831,57,4,4,1,1,1:31.138,1:30.336,1:29.816,1
832,57,30,6,5,2,1:31.235,1:30.013,1:30.028,1
833,57,13,6,6,3,1:31.921,1:30.732,1:30.407,1
834,57,22,11,11,4,1:31.671,1:30.469,1:30.754,1
835,57,8,1,3,5,1:31.263,1:30.203,1:30.933,1
836,57,18,11,12,6,1:31.420,1:30.755,1:30.940,1
837,57,15,7,8,7,1:31.809,1:30.733,1:31.419,1
838,57,35,2,17,8,1:31.545,1:30.865,1:31.542,1
839,57,31,1,4,9,1:31.774,1:30.671,1:31.880,1
840,57,17,3,9,10,1:31.712,1:30.892,1:33.405,1
841,57,23,7,7,11,1:31.470,1:30.944,,0
842,57,3,3,10,12,1:32.053,1:31.194,,0
843,57,21,4,2,13,1:31.574,1:31.197,,0
844,57,14,9,14,14,1:31.742,1:31.227,,0
845,57,2,2,16,15,1:31.457,1:31.422,,0
846,57,24,5,20,16,1:32.651,1:31.728,,0
847,57,32,9,15,17,1:32.901,,,0
848,57,27,13,19,18,1:32.936,,,0
849,57,26,5,21,19,1:32.992,,,0
850,57,33,13,18,20,1:33.658,,,0
851,57,11,8,22,21,1:35.239,,,0
852,57,36,8,23,22,1:46.505,,,0
853,58,4,4,1,1,1:15.816,1:15.124,1:14.648,1
854,58,21,4,2,2,1:16.046,1:14.766,1:14.709,1
855,58,30,6,5,3,1:16.049,1:14.637,1:14.970,1
856,58,13,6,6,4,1:16.359,1:15.245,1:15.442,1
857,58,22,11,11,5,1:16.266,1:15.258,1:15.885,1
858,58,23,7,7,6,1:16.234,1:15.164,1:15.885,1
859,58,15,7,8,7,1:16.174,1:15.068,1:15.976,1
860,58,18,11,12,8,1:16.054,1:15.150,1:16.008,1
861,58,8,1,3,9,1:16.613,1:15.422,1:16.015,1
862,58,2,2,16,10,1:16.322,1:15.468,1:17.144,1
863,58,17,3,9,11,1:16.685,1:15.502,,0
864,58,31,1,4,12,1:16.195,1:15.801,,0
865,58,3,3,10,13,1:17.213,1:15.804,,0
866,58,35,2,17,14,1:16.066,1:15.847,,0
867,58,32,9,15,15,1:16.627,1:15.928,,0
868,58,24,5,20,16,1:17.105,1:16.661,,0
869,58,26,5,21,17,1:17.361,,,0
870,58,33,13,18,18,1:17.702,,,0
871,58,27,13,19,19,1:18.024,,,0
872,58,11,8,22,20,1:18.920,,,0
873,58,36,8,23,21,1:20.763,,,0
874,58,14,9,14,22,,,,0
875,59,4,4,1,1,1:14.232,1:13.622,1:13.962,1
876,59,17,3,9,2,1:14.305,1:13.728,1:14.082,1
877,59,8,1,3,3,1:13.887,1:13.532,1:14.140,1
878,59,31,1,4,4,1:14.483,1:14.295,1:14.664,1
879,59,22,11,11,5,1:14.766,1:14.312,1:15.804,1
880,59,15,7,8,6,1:14.883,1:14.211,1:15.857,1
881,59,14,9,14,7,1:15.090,1:13.687,1:16.426,1
882,59,3,3,10,8,1:14.888,1:13.909,1:16.636,1
883,59,21,4,2,9,1:14.614,1:13.647,1:17.260,1
884,59,23,7,7,10,1:14.412,1:14.398,,1
885,59,32,9,15,11,1:14.489,1:14.747,,0
886,59,24,5,20,12,1:15.314,1:14.969,,0
887,59,18,11,12,13,1:15.085,1:14.982,,0
888,59,35,2,17,14,1:15.316,1:15.052,,0
889,59,2,2,16,15,1:15.324,1:15.137,,0
890,59,27,13,19,16,1:15.598,,,0
891,59,33,13,18,17,1:15.993,,,0
892,59,26,5,21,18,1:16.236,,,0
893,59,11,8,22,19,1:17.276,,,0
894,59,36,8,23,20,1:17.502,,,0
895,59,13,6,6,21,,,,0
896,59,30,6,5,22,,,,0
897,60,4,4,1,1,1:21.018,1:20.271,1:20.253,1
898,60,8,1,3,2,1:21.648,1:20.497,1:20.397,1
899,60,30,6,5,3,1:22.096,1:20.659,1:20.574,1
900,60,13,6,6,4,1:21.647,1:20.846,1:20.764,1
901,60,21,4,2,5,1:22.411,1:20.594,1:20.919,1
902,60,22,11,11,6,1:22.965,1:20.929,1:20.943,1
903,60,23,7,7,7,1:22.886,1:21.043,1:21.073,1
904,60,31,1,4,8,1:22.169,1:20.816,1:21.107,1
905,60,2,2,16,9,1:21.670,1:20.629,1:21.329,1
906,60,35,2,17,10,1:21.637,1:20.672,1:21.599,1
907,60,14,9,14,11,1:22.424,1:21.442,,0
908,60,3,3,10,12,1:23.083,1:21.567,,0
909,60,24,5,20,13,1:22.685,1:21.699,,0
910,60,32,9,15,14,1:22.773,1:21.990,,0
911,60,26,5,21,15,1:22.541,1:22.076,,0
912,60,33,13,18,16,1:22.860,1:22.207,,0
913,60,17,3,9,17,1:23.129,,,0
914,60,27,13,19,18,1:23.210,,,0
915,60,18,11,12,19,1:23.247,,,0
916,60,11,8,22,20,1:26.158,,,0
917,60,36,8,23,21,1:26.316,,,0
918,60,15,7,8,22,,,,0
919,61,4,4,1,1,1:15.350,1:14.726,1:14.942,1
920,61,21,4,2,2,1:15.917,1:15.295,1:15.178,1
921,61,8,1,3,3,1:15.376,1:15.273,1:15.386,1
922,61,15,7,8,4,1:16.455,1:15.506,1:15.968,1
923,61,30,6,5,5,1:15.716,1:15.139,1:15.986,1
924,61,3,3,10,6,1:16.404,1:15.269,1:16.012,1
925,61,31,1,4,7,1:16.251,1:15.253,1:16.228,1
926,61,18,11,12,8,1:16.594,1:15.814,1:16.608,1
927,61,22,11,11,9,1:16.735,1:15.601,1:16.912,1
928,61,13,6,6,10,1:16.259,1:15.555,1:17.209,1
929,61,35,2,17,11,1:16.493,1:15.832,,0
930,61,32,9,15,12,1:16.585,1:15.833,,0
931,61,2,2,16,13,1:15.906,1:15.885,,0
932,61,23,7,7,14,1:16.702,1:15.888,,0
933,61,24,5,20,15,1:16.581,1:16.116,,0
934,61,14,9,14,16,1:16.514,1:16.301,,0
935,61,17,3,9,17,1:16.985,,,0
936,61,26,5,21,18,1:17.016,,,0
937,61,33,13,18,19,1:17.121,,,0
938,61,27,13,19,20,1:17.140,,,0
939,61,11,8,22,21,1:19.088,,,0
940,61,36,8,23,22,1:19.152,,,0
941,62,30,6,5,1,1:11.588,1:10.636,1:10.832,1
942,62,13,6,6,2,1:11.088,1:11.146,1:11.435,1
943,62,21,4,2,3,1:12.287,1:11.200,1:11.920,1
944,62,22,11,11,4,1:12.156,1:11.263,1:12.109,1
945,62,4,4,1,5,1:12.416,1:11.877,1:12.449,1
946,62,35,2,17,6,1:12.114,1:11.724,1:12.479,1
947,62,18,11,12,7,1:12.238,1:11.865,1:12.523,1
948,62,23,7,7,8,1:11.879,1:11.673,1:12.795,1
949,62,8,1,3,9,1:12.777,1:12.135,1:13.174,1
950,62,2,2,16,10,1:11.891,1:11.718,1:15.280,1
951,62,31,1,4,11,1:12.477,1:12.150,,0
952,62,17,3,9,12,1:12.935,1:12.292,,0
953,62,26,5,21,13,1:13.167,1:12.792,,0
954,62,27,13,19,14,1:12.711,1:12.854,,0
955,62,33,13,18,15,1:12.627,1:12.864,,0
956,62,32,9,15,16,1:12.773,1:12.925,,0
957,62,14,9,14,17,1:13.180,,,0
958,62,11,8,22,18,1:13.496,,,0
959,62,3,3,10,19,1:13.506,,,0
960,62,15,7,8,20,1:13.787,,,0
961,62,24,5,20,21,1:14.041,,,0
962,62,36,8,23,22,1:16.036,,,0
963,63,30,6,5,1,1:15.865,1:15.111,1:15.493,1
964,63,13,6,6,2,1:16.277,1:15.679,1:15.510,1
965,63,4,4,1,3,1:16.328,1:15.706,1:15.785,1
966,63,15,7,8,4,1:15.550,1:15.776,1:16.036,1
967,63,23,7,7,5,1:15.949,1:15.625,1:16.091,1
968,63,8,1,3,6,1:16.154,1:15.742,1:16.281,1
969,63,21,4,2,7,1:16.825,1:15.901,1:16.345,1
970,63,37,1,4,8,1:16.679,1:15.902,1:16.632,1
971,63,3,3,10,9,1:16.534,1:15.926,1:18.272,1
972,63,14,9,14,10,1:16.350,1:15.974,1:18.663,1
973,63,17,3,9,11,1:16.531,1:16.129,,0
974,63,2,2,16,12,1:16.686,1:16.294,,0
975,63,32,9,15,13,1:16.921,1:16.433,,0
976,63,22,11,11,14,1:17.022,1:17.027,,0
977,63,26,5,21,15,1:17.117,1:17.063,,0
978,63,27,13,19,16,1:16.962,1:17.105,,0
979,63,24,5,20,17,1:17.164,,,0
980,63,35,2,17,18,1:17.304,,,0
981,63,18,11,12,19,1:17.495,,,0
982,63,33,13,18,20,1:17.589,,,0
983,63,36,8,23,21,1:18.637,,,0
984,63,11,8,22,22,1:18.845,,,0
985,64,8,1,3,1,1:15.214,1:14.410,1:14.070,1
986,64,30,6,5,2,1:14.904,1:13.778,1:14.205,1
987,64,13,6,6,3,1:14.412,1:14.094,1:14.569,1
988,64,18,11,12,4,1:15.869,1:14.378,1:14.862,1
989,64,21,4,2,5,1:15.916,1:14.540,1:14.894,1
990,64,22,11,11,6,1:15.757,1:14.652,1:14.934,1
991,64,4,4,1,7,1:15.518,1:14.746,1:15.282,1
992,64,23,7,7,8,1:15.789,1:14.743,1:15.923,1
993,64,37,1,4,9,1:15.655,1:15.021,1:15.936,1
994,64,14,9,14,10,1:15.836,1:14.826,1:16.326,1
995,64,17,3,9,11,1:15.719,1:15.094,,0
996,64,32,9,15,12,1:15.816,1:15.141,,0
997,64,15,7,8,13,1:15.430,1:15.150,,0
998,64,35,2,17,14,1:16.281,1:15.329,,0
999,64,3,3,10,15,1:16.183,1:15.380,,0
1000,64,2,2,16,16,1:16.234,1:15.397,,0
